# Subset of stars selected as members
ID Mag Col Mass_mu Mass_std Mass_binar_mu Mass_binar_std P_binar
"Gaia DR2 5290766497354852608" 16.71288 2.21303 0.60556 0.01186 0.58493 0.01154 0.73
"Gaia DR2 5290894727896572160" 16.71738 2.13039 0.60813 0.01163 0.58942 0.01188 0.35
"Gaia DR2 5290374349660316288" 16.72013 2.20067 0.60532 0.01188 0.58527 0.01142 0.67
"Gaia DR2 5290767837384566528" 16.72749 2.03500 0.61080 0.01161 0.59238 0.01207 0.14
"Gaia DR2 5290835285550560000" 16.74252 2.09070 0.60715 0.01165 0.58899 0.01194 0.15
"Gaia DR2 5290930771261870464" 16.74884 2.41111 0.59462 0.01207 0.55122 0.01443 0.81
"Gaia DR2 5290856451149291776" 16.75407 2.07900 0.60648 0.01164 0.58836 0.01195 0.12
"Gaia DR2 5290781787438941568" 16.75454 2.12582 0.60476 0.01176 0.58624 0.01187 0.26
"Gaia DR2 5290407300649030528" 16.75805 1.00306 0.64471 0.01029 0.62744 0.01569 0.46
"Gaia DR2 5290734302273878400" 16.75991 2.10540 0.60497 0.01173 0.58690 0.01193 0.17
"Gaia DR2 5289901490940760576" 16.76295 2.10473 0.60473 0.01175 0.58673 0.01201 0.17
"Gaia DR2 5290847311458830336" 16.77016 2.11917 0.60345 0.01174 0.58500 0.01185 0.21
"Gaia DR2 5290129124206789760" 16.77222 2.36310 0.59411 0.01195 0.55698 0.01455 0.86
"Gaia DR2 5290855385992615552" 16.77478 2.57541 0.58586 0.01186 0.53894 0.01343 0.69
"Gaia DR2 5290739387520372864" 16.77543 2.14721 0.60190 0.01179 0.58321 0.01187 0.32
"Gaia DR2 5289634618852130816" 16.77650 2.37251 0.59335 0.01193 0.55545 0.01450 0.85
"Gaia DR2 5290716877594596608" 16.78508 1.82930 0.61263 0.01135 0.59497 0.01285 0.37
"Gaia DR2 5291469257081315584" 16.78544 2.14963 0.60081 0.01178 0.58230 0.01204 0.32
"Gaia DR2 5290897541096022400" 16.79010 2.17973 0.59924 0.01175 0.58015 0.01184 0.45
"Gaia DR2 5290639297603518976" 16.79046 2.16810 0.59955 0.01175 0.58097 0.01210 0.39
"Gaia DR2 5290848445330228352" 16.79553 2.11901 0.60099 0.01172 0.58277 0.01200 0.17
"Gaia DR2 5290916615049391616" 16.79638 2.36361 0.59168 0.01186 0.55614 0.01427 0.86
"Gaia DR2 5289886407013890688" 16.79743 2.16268 0.59912 0.01170 0.58054 0.01206 0.35
"Gaia DR2 5289990585741601536" 16.79746 2.37660 0.59109 0.01185 0.55371 0.01446 0.86
"Gaia DR2 5290768524579343104" 16.79785 2.09887 0.60149 0.01171 0.58352 0.01191 0.12
"Gaia DR2 5291448881756423296" 16.80024 2.12524 0.60019 0.01176 0.58218 0.01197 0.19
"Gaia DR2 5290837896890445824" 16.80124 2.10742 0.60085 0.01171 0.58279 0.01198 0.13
"Gaia DR2 5290726227740736256" 16.80527 2.23026 0.59575 0.01183 0.57539 0.01168 0.64
"Gaia DR2 5290761068516409088" 16.81054 2.07095 0.60132 0.01168 0.58362 0.01201 0.13
"Gaia DR2 5290817762084350592" 16.81075 2.20166 0.59636 0.01178 0.57685 0.01170 0.51
"Gaia DR2 5290632249561496192" 16.81112 2.52509 0.58424 0.01171 0.53875 0.01375 0.73
"Gaia DR2 5290748424132935424" 16.81384 1.68065 0.61523 0.01112 0.59859 0.01351 0.41
"Gaia DR2 5291085252645697920" 16.81559 2.17174 0.59706 0.01169 0.57810 0.01188 0.36
"Gaia DR2 5290811061935498496" 16.81770 2.12870 0.59843 0.01160 0.58039 0.01196 0.18
"Gaia DR2 5289987218487329024" 16.81995 2.09330 0.59945 0.01167 0.58181 0.01199 0.11
"Gaia DR2 5291038798279261184" 16.82007 2.12003 0.59852 0.01159 0.58067 0.01198 0.15
"Gaia DR2 5290853015175822976" 16.82041 2.16392 0.59686 0.01172 0.57811 0.01184 0.32
"Gaia DR2 5290828104365333888" 16.82143 2.39823 0.58790 0.01178 0.54925 0.01413 0.85
"Gaia DR2 5289803325167399424" 16.82251 2.12256 0.59818 0.01160 0.58025 0.01198 0.15
"Gaia DR2 5289761475006196992" 16.82257 2.12616 0.59802 0.01159 0.58010 0.01204 0.16
"Gaia DR2 5290847139660032384" 16.82393 2.44858 0.58586 0.01163 0.54342 0.01382 0.80
"Gaia DR2 5290816800011541504" 16.82448 2.09897 0.59885 0.01156 0.58124 0.01191 0.11
"Gaia DR2 5291090642826598656" 16.83227 2.44538 0.58511 0.01161 0.54316 0.01390 0.80
"Gaia DR2 5291031823252080000" 16.83451 2.12135 0.59711 0.01162 0.57905 0.01195 0.14
"Gaia DR2 5289980483978742016" 16.83629 2.49448 0.58298 0.01151 0.53889 0.01421 0.76
"Gaia DR2 5289190514936127488" 16.83789 2.24017 0.59226 0.01164 0.57196 0.01159 0.63
"Gaia DR2 5289999862870907776" 16.84751 2.15502 0.59450 0.01165 0.57582 0.01189 0.23
"Gaia DR2 5290776805276220032" 16.85039 2.14722 0.59449 0.01163 0.57598 0.01187 0.20
"Gaia DR2 5291257120057477760" 16.85054 2.20625 0.59228 0.01160 0.57284 0.01166 0.45
"Gaia DR2 5290615383225611648" 16.85929 2.14439 0.59374 0.01158 0.57534 0.01191 0.17
"Gaia DR2 5290768421500127104" 16.85958 2.10458 0.59516 0.01164 0.57756 0.01197 0.11
"Gaia DR2 5290855385997538048" 16.86357 2.18897 0.59166 0.01155 0.57254 0.01173 0.35
"Gaia DR2 5290141386334738304" 16.86466 2.14843 0.59306 0.01151 0.57471 0.01193 0.18
"Gaia DR2 5290940598146966144" 16.86495 2.15599 0.59272 0.01155 0.57420 0.01174 0.21
"Gaia DR2 5290772269790935296" 16.86637 2.10115 0.59463 0.01163 0.57704 0.01195 0.11
"Gaia DR2 5290711659211883392" 16.86736 2.31138 0.58673 0.01144 0.56359 0.01165 0.81
"Gaia DR2 5290750520076892160" 16.86781 2.12951 0.59349 0.01158 0.57528 0.01196 0.12
"Gaia DR2 5291045670226703360" 16.87258 2.15996 0.59188 0.01154 0.57323 0.01179 0.21
"Gaia DR2 5289937053269956864" 16.87268 2.21304 0.58986 0.01142 0.57033 0.01164 0.44
"Gaia DR2 5290371738320267648" 16.87378 2.22524 0.58925 0.01146 0.56975 0.01147 0.49
"Gaia DR2 5290779210458009728" 16.87556 2.20881 0.58975 0.01141 0.57035 0.01166 0.42
"Gaia DR2 5289764361224125824" 16.87637 2.14893 0.59192 0.01152 0.57351 0.01182 0.17
"Gaia DR2 5290349885526628864" 16.87881 2.18009 0.59045 0.01146 0.57171 0.01176 0.28
"Gaia DR2 5291106968000154496" 16.88040 2.15511 0.59126 0.01148 0.57274 0.01188 0.18
"Gaia DR2 5290767493787263488" 16.88063 2.06290 0.59465 0.01159 0.57775 0.01200 0.19
"Gaia DR2 5290655893357015168" 16.88125 2.20398 0.58933 0.01142 0.57012 0.01159 0.39
"Gaia DR2 5290711349974147712" 16.88174 2.19328 0.58973 0.01135 0.57076 0.01163 0.34
"Gaia DR2 5290705818055908096" 16.88601 2.21216 0.58860 0.01137 0.56934 0.01155 0.41
"Gaia DR2 5290815013305351296" 16.88765 2.23899 0.58744 0.01145 0.56758 0.01156 0.53
"Gaia DR2 5290713067961157760" 16.88798 2.23927 0.58741 0.01145 0.56751 0.01160 0.53
"Gaia DR2 5289664477464723968" 16.88811 2.16521 0.59010 0.01138 0.57167 0.01177 0.21
"Gaia DR2 5289768793630395008" 16.89067 2.22825 0.58752 0.01144 0.56794 0.01158 0.48
"Gaia DR2 5290156440198884736" 16.89518 2.23574 0.58686 0.01131 0.56718 0.01155 0.50
"Gaia DR2 5290779107378792192" 16.89597 2.19440 0.58829 0.01137 0.56938 0.01165 0.31
"Gaia DR2 5289979384467185408" 16.89630 2.20524 0.58785 0.01140 0.56866 0.01158 0.36
"Gaia DR2 5290655687198404864" 16.89686 2.12723 0.59067 0.01141 0.57272 0.01191 0.11
"Gaia DR2 5290609988746397184" 16.89799 2.25568 0.58585 0.01126 0.56545 0.01140 0.58
"Gaia DR2 5290667610027620480" 16.90147 2.17565 0.58846 0.01132 0.56976 0.01175 0.23
"Gaia DR2 5290735333071202816" 16.90779 2.55461 0.57410 0.01063 0.53036 0.01430 0.73
"Gaia DR2 5290710559700243072" 16.90846 2.18105 0.58756 0.01132 0.56885 0.01165 0.24
"Gaia DR2 5290800341697213440" 16.90873 2.43867 0.57819 0.01098 0.54046 0.01455 0.84
"Gaia DR2 5290781821798680704" 16.90969 2.29872 0.58316 0.01115 0.56140 0.01153 0.72
"Gaia DR2 5290752341143029120" 16.91093 2.14679 0.58861 0.01130 0.57050 0.01182 0.13
"Gaia DR2 5290731862737611648" 16.91140 2.19734 0.58675 0.01125 0.56768 0.01178 0.30
"Gaia DR2 5290941835097924736" 16.91187 1.01103 0.62970 0.01048 0.61153 0.01493 0.46
"Gaia DR2 5291009042745815424" 16.91264 2.18068 0.58717 0.01136 0.56845 0.01161 0.23
"Gaia DR2 5289885616739974016" 16.91492 2.28883 0.58304 0.01113 0.56174 0.01142 0.68
"Gaia DR2 5290929499951854208" 16.91644 2.12171 0.58900 0.01128 0.57118 0.01192 0.11
"Gaia DR2 5290663040182254080" 16.92106 2.19155 0.58598 0.01118 0.56723 0.01172 0.26
"Gaia DR2 5290844081643451648" 16.92166 2.19167 0.58593 0.01118 0.56714 0.01173 0.26
"Gaia DR2 5290717156769863296" 16.92593 2.21931 0.58451 0.01109 0.56503 0.01155 0.37
"Gaia DR2 5289864726018908544" 16.92627 2.19106 0.58554 0.01115 0.56661 0.01177 0.25
"Gaia DR2 5289958425026796288" 16.92648 2.19465 0.58538 0.01115 0.56635 0.01175 0.26
"Gaia DR2 5289983473275924096" 16.92865 2.19960 0.58497 0.01112 0.56589 0.01168 0.28
"Gaia DR2 5290644790861904896" 16.93353 2.32958 0.57982 0.01083 0.55654 0.01172 0.78
"Gaia DR2 5289801431085171072" 16.93651 2.40716 0.57676 0.01072 0.54405 0.01392 0.86
"Gaia DR2 5290785876247523840" 16.94670 2.20206 0.58320 0.01099 0.56398 0.01169 0.26
"Gaia DR2 5289992990923208704" 16.95888 2.34529 0.57689 0.01062 0.55320 0.01181 0.79
"Gaia DR2 5290725574905792640" 16.95912 2.15161 0.58382 0.01092 0.56558 0.01194 0.11
"Gaia DR2 5290777664269775104" 16.96010 2.18619 0.58250 0.01085 0.56358 0.01178 0.18
"Gaia DR2 5291046323061797504" 16.96266 2.16607 0.58301 0.01093 0.56435 0.01182 0.12
"Gaia DR2 5289949182257392896" 16.96495 2.14510 0.58356 0.01088 0.56533 0.01193 0.11
"Gaia DR2 5290852293621315200" 16.96709 2.20290 0.58125 0.01074 0.56197 0.01167 0.23
"Gaia DR2 5289929700285647488" 16.96946 2.24599 0.57951 0.01065 0.55936 0.01148 0.41
"Gaia DR2 5290894792316809600" 16.97562 2.21943 0.57984 0.01068 0.56032 0.01167 0.28
"Gaia DR2 5290720661463358336" 16.97644 2.10128 0.58404 0.01084 0.56646 0.01207 0.19
"Gaia DR2 5290922112608082048" 16.97940 2.23710 0.57891 0.01050 0.55899 0.01150 0.35
"Gaia DR2 5291009386343143040" 16.97986 2.21218 0.57972 0.01065 0.56035 0.01171 0.24
"Gaia DR2 5290668846978061056" 16.98015 2.27444 0.57745 0.01057 0.55692 0.01148 0.51
"Gaia DR2 5289738247822480768" 16.98215 2.35320 0.57447 0.01036 0.55081 0.01210 0.79
"Gaia DR2 5290720627103618432" 16.98928 2.17874 0.58005 0.01062 0.56120 0.01180 0.13
"Gaia DR2 5290818002602517504" 16.98953 2.36571 0.57345 0.01008 0.54896 0.01210 0.81
"Gaia DR2 5291010898171731968" 16.99628 2.55223 0.56634 0.00961 0.52357 0.01519 0.75
"Gaia DR2 5289916604925715712" 17.00129 2.20508 0.57802 0.01046 0.55856 0.01141 0.19
"Gaia DR2 5290665754601680384" 17.00424 2.23483 0.57665 0.01036 0.55696 0.01148 0.30
"Gaia DR2 5290743579408451840" 17.00644 2.17074 0.57879 0.01036 0.56000 0.01181 0.11
"Gaia DR2 5289885268845273472" 17.00768 2.22897 0.57655 0.01036 0.55697 0.01147 0.27
"Gaia DR2 5290784673656846976" 17.00794 2.58649 0.56424 0.00942 0.52052 0.01487 0.73
"Gaia DR2 5290972002947699968" 17.01871 2.26637 0.57422 0.01016 0.55375 0.01139 0.41
"Gaia DR2 5290673416818436480" 17.02856 2.37979 0.56941 0.00979 0.54507 0.01216 0.80
"Gaia DR2 5290901565484038400" 17.02968 2.18210 0.57623 0.01024 0.55730 0.01155 0.11
"Gaia DR2 5291028829657705344" 17.04052 2.44672 0.56609 0.00948 0.53378 0.01419 0.86
"Gaia DR2 5291066762809524992" 17.04385 2.18219 0.57492 0.01002 0.55585 0.01172 0.11
"Gaia DR2 5290843600607100928" 17.04441 2.12892 0.57674 0.01017 0.55830 0.01182 0.18
"Gaia DR2 5290718462440090880" 17.04483 2.19336 0.57442 0.01008 0.55531 0.01169 0.12
"Gaia DR2 5290743304530543744" 17.05775 2.22586 0.57222 0.00979 0.55240 0.01161 0.18
"Gaia DR2 5291034949988402816" 17.06660 2.49821 0.56217 0.00923 0.52438 0.01530 0.84
"Gaia DR2 5290199007616444544" 17.06687 0.72849 0.62485 0.01041 0.60701 0.01473 0.47
"Gaia DR2 5289941726194153600" 17.06803 2.24000 0.57079 0.00974 0.55106 0.01165 0.22
"Gaia DR2 5290875245926187008" 17.06942 2.24652 0.57045 0.00973 0.55060 0.01154 0.24
"Gaia DR2 5290818243120683520" 17.07054 2.22446 0.57114 0.00975 0.55149 0.01167 0.16
"Gaia DR2 5290822194490324096" 17.07132 2.17237 0.57292 0.00964 0.55389 0.01175 0.12
"Gaia DR2 5290716847532222336" 17.07486 2.20224 0.57155 0.00974 0.55201 0.01164 0.12
"Gaia DR2 5290648231135436160" 17.07669 2.19866 0.57152 0.00975 0.55200 0.01166 0.11
"Gaia DR2 5290929431232377088" 17.07969 2.17356 0.57209 0.00971 0.55294 0.01189 0.13
"Gaia DR2 5290824938970421760" 17.08122 2.39635 0.56446 0.00923 0.53968 0.01278 0.79
"Gaia DR2 5290738180632123264" 17.08173 2.26234 0.56880 0.00952 0.54889 0.01163 0.28
"Gaia DR2 5291107552115752192" 17.08412 1.43593 0.59810 0.01087 0.58480 0.01313 0.45
"Gaia DR2 5290654755184740224" 17.08428 2.22694 0.56982 0.00962 0.55028 0.01163 0.15
"Gaia DR2 5290713686436348800" 17.08916 2.40847 0.56334 0.00923 0.53757 0.01307 0.81
"Gaia DR2 5291052610893964416" 17.09609 2.28991 0.56664 0.00934 0.54618 0.01174 0.37
"Gaia DR2 5290996295282817152" 17.09716 2.11970 0.57242 0.00959 0.55415 0.01205 0.23
"Gaia DR2 5289961547463823872" 17.10234 2.25123 0.56745 0.00941 0.54767 0.01167 0.21
"Gaia DR2 5290740521391722880" 17.10558 2.20958 0.56857 0.00945 0.54919 0.01170 0.11
"Gaia DR2 5290688084132620032" 17.10718 2.66475 0.55360 0.00869 0.50679 0.01550 0.70
"Gaia DR2 5290923212119724288" 17.10762 2.28298 0.56591 0.00933 0.54559 0.01170 0.32
"Gaia DR2 5290438052614910848" 17.10927 2.24958 0.56691 0.00932 0.54711 0.01182 0.19
"Gaia DR2 5290949325520701696" 17.11063 2.33105 0.56412 0.00922 0.54273 0.01201 0.52
"Gaia DR2 5289653482348146816" 17.11160 2.32754 0.56418 0.00918 0.54281 0.01204 0.50
"Gaia DR2 5289831431432880512" 17.11321 2.35815 0.56298 0.00919 0.54078 0.01223 0.62
"Gaia DR2 5291377997617668096" 17.11394 2.35590 0.56300 0.00919 0.54082 0.01226 0.61
"Gaia DR2 5290670736763572096" 17.11580 2.23916 0.56666 0.00930 0.54702 0.01184 0.15
"Gaia DR2 5290867308826681856" 17.12538 2.29464 0.56411 0.00916 0.54339 0.01207 0.34
"Gaia DR2 5290821369856748416" 17.13037 2.23019 0.56580 0.00930 0.54623 0.01177 0.12
"Gaia DR2 5290804426206306176" 17.14236 2.22046 0.56520 0.00918 0.54562 0.01199 0.11
"Gaia DR2 5290049306535116928" 17.14248 2.27084 0.56346 0.00918 0.54310 0.01205 0.22
"Gaia DR2 5290830475187291904" 17.14360 2.21450 0.56527 0.00918 0.54582 0.01199 0.11
"Gaia DR2 5289998454117297792" 17.15230 2.39412 0.55867 0.00880 0.53437 0.01266 0.69
"Gaia DR2 5290933966717547008" 17.15549 2.13144 0.56695 0.00924 0.54843 0.01221 0.24
"Gaia DR2 5290731141183126528" 17.15586 2.36654 0.55914 0.00894 0.53629 0.01256 0.59
"Gaia DR2 5290823671959351296" 17.15750 2.21727 0.56403 0.00913 0.54442 0.01221 0.12
"Gaia DR2 5290730316549503488" 17.16087 2.33403 0.55983 0.00896 0.53793 0.01256 0.44
"Gaia DR2 5290847139660032128" 17.17056 2.24092 0.56202 0.00906 0.54188 0.01215 0.12
"Gaia DR2 5290743849989134848" 17.17328 2.18694 0.56372 0.00911 0.54438 0.01229 0.17
"Gaia DR2 5290758938212619904" 17.17478 2.29052 0.56011 0.00893 0.53914 0.01244 0.24
"Gaia DR2 5290724818991539840" 17.17687 2.37316 0.55736 0.00883 0.53386 0.01274 0.58
"Gaia DR2 5290745503555131648" 17.17983 2.41044 0.55575 0.00885 0.53070 0.01321 0.71
"Gaia DR2 5288350904665410048" 17.18232 2.28794 0.55956 0.00896 0.53854 0.01249 0.22
"Gaia DR2 5290757254585726976" 17.18546 2.61322 0.54897 0.00855 0.50341 0.01580 0.76
"Gaia DR2 5290662593505565312" 17.18576 2.43169 0.55457 0.00871 0.52765 0.01384 0.76
"Gaia DR2 5290260515847094784" 17.18671 2.24370 0.56063 0.00892 0.54022 0.01249 0.11
"Gaia DR2 5290738391088049920" 17.18852 2.16480 0.56314 0.00911 0.54395 0.01241 0.22
"Gaia DR2 5289864515563819008" 17.19485 2.53080 0.55088 0.00848 0.51156 0.01572 0.85
"Gaia DR2 5291512687791033728" 17.19886 2.20645 0.56084 0.00889 0.54085 0.01246 0.15
"Gaia DR2 5290702485161401856" 17.20083 2.30844 0.55747 0.00879 0.53552 0.01273 0.27
"Gaia DR2 5289899459417128064" 17.20188 2.64170 0.54676 0.00861 0.50082 0.01571 0.74
"Gaia DR2 5290685958127645440" 17.20367 2.47405 0.55190 0.00855 0.52089 0.01434 0.83
"Gaia DR2 5290809447027799424" 17.20376 2.53142 0.55010 0.00851 0.51137 0.01568 0.85
"Gaia DR2 5290835835306661504" 17.20811 1.53831 0.58270 0.00972 0.57014 0.01403 0.44
"Gaia DR2 5290672660908940032" 17.20921 2.22428 0.55942 0.00893 0.53907 0.01252 0.13
"Gaia DR2 5289884036191998976" 17.21526 1.72622 0.57560 0.00949 0.56125 0.01414 0.42
"Gaia DR2 5290400463061087872" 17.21828 2.43097 0.55206 0.00860 0.52528 0.01384 0.72
"Gaia DR2 5291256089265311744" 17.23007 2.31876 0.55463 0.00876 0.53230 0.01247 0.27
"Gaia DR2 5289996633055417728" 17.23183 2.28708 0.55541 0.00883 0.53366 0.01264 0.16
"Gaia DR2 5290767523846011520" 17.23390 1.84637 0.57001 0.00923 0.55355 0.01345 0.40
"Gaia DR2 5289921380929319168" 17.23624 2.30247 0.55466 0.00877 0.53251 0.01237 0.20
"Gaia DR2 5291246880855732224" 17.23724 2.11522 0.56064 0.00892 0.54174 0.01297 0.29
"Gaia DR2 5290037796021949312" 17.23765 2.28310 0.55509 0.00883 0.53342 0.01263 0.15
"Gaia DR2 5289917605657936896" 17.24118 2.31909 0.55378 0.00874 0.53124 0.01274 0.25
"Gaia DR2 5291048453365494400" 17.24641 2.32302 0.55321 0.00878 0.53064 0.01270 0.26
"Gaia DR2 5290634624678682624" 17.24810 2.30079 0.55378 0.00874 0.53157 0.01256 0.18
"Gaia DR2 5290005257349691392" 17.25676 2.31623 0.55262 0.00867 0.53006 0.01276 0.22
"Gaia DR2 5290352325067985152" 17.26471 2.56820 0.54406 0.00846 0.50341 0.01589 0.84
"Gaia DR2 5289939080494459904" 17.26838 2.34011 0.55100 0.00858 0.52783 0.01261 0.29
"Gaia DR2 5289897642648246272" 17.26913 2.25921 0.55342 0.00878 0.53148 0.01274 0.12
"Gaia DR2 5290750412696183808" 17.27029 2.28038 0.55265 0.00870 0.53055 0.01272 0.12
"Gaia DR2 5290040372997849600" 17.27473 2.66663 0.54029 0.00857 0.49263 0.01570 0.74
"Gaia DR2 5289897642648246784" 17.27524 2.34867 0.55015 0.00859 0.52657 0.01250 0.32
"Gaia DR2 5290870362545747328" 17.27937 2.32037 0.55074 0.00856 0.52786 0.01245 0.20
"Gaia DR2 5289799850536745984" 17.27989 2.32191 0.55063 0.00857 0.52775 0.01237 0.21
"Gaia DR2 5290686920200239744" 17.28059 2.28229 0.55181 0.00870 0.52929 0.01270 0.12
"Gaia DR2 5290030924074262528" 17.28592 2.33248 0.54969 0.00867 0.52658 0.01252 0.24
"Gaia DR2 5290843600607099776" 17.28933 2.34013 0.54909 0.00876 0.52577 0.01252 0.26
"Gaia DR2 5290703649094456960" 17.29147 2.39623 0.54718 0.00868 0.52236 0.01299 0.49
"Gaia DR2 5291066217350595840" 17.29166 2.67866 0.53849 0.00861 0.49044 0.01568 0.74
"Gaia DR2 5289882039029655168" 17.29252 2.35794 0.54832 0.00870 0.52457 0.01264 0.33
"Gaia DR2 5290644829521179648" 17.29328 2.32556 0.54919 0.00876 0.52627 0.01261 0.20
"Gaia DR2 5294132063788025472" 17.29471 1.17940 0.58749 0.00975 0.57682 0.01371 0.46
"Gaia DR2 5289947253812597504" 17.30130 2.22250 0.55200 0.00875 0.53021 0.01303 0.19
"Gaia DR2 5289993437599803904" 17.30342 2.44699 0.54472 0.00853 0.51729 0.01342 0.67
"Gaia DR2 5290823671959351808" 17.30505 2.18996 0.55273 0.00878 0.53112 0.01304 0.24
"Gaia DR2 5290774743692111232" 17.30983 2.32156 0.54808 0.00870 0.52482 0.01241 0.17
"Gaia DR2 5290840680029293568" 17.31157 2.64394 0.53788 0.00859 0.49099 0.01602 0.78
"Gaia DR2 5290722654328011648" 17.31394 2.32749 0.54750 0.00873 0.52414 0.01253 0.18
"Gaia DR2 5290777629910040064" 17.31861 2.34796 0.54652 0.00874 0.52268 0.01244 0.25
"Gaia DR2 5315391984404422784" 17.32071 1.44237 0.57615 0.00917 0.56373 0.01429 0.45
"Gaia DR2 5289997315951521920" 17.32531 2.31412 0.54701 0.00869 0.52369 0.01248 0.14
"Gaia DR2 5289845553285226496" 17.32546 2.63973 0.53700 0.00854 0.49045 0.01605 0.79
"Gaia DR2 5291181283816536960" 17.32742 2.31673 0.54682 0.00871 0.52348 0.01238 0.14
"Gaia DR2 5290731583561861248" 17.33131 2.36790 0.54497 0.00857 0.52036 0.01285 0.30
"Gaia DR2 5290833460184569984" 17.33155 2.32584 0.54619 0.00869 0.52259 0.01240 0.16
"Gaia DR2 5290023983402973696" 17.33328 2.61348 0.53717 0.00854 0.49272 0.01633 0.82
"Gaia DR2 5290756460011285120" 17.33442 2.29564 0.54687 0.00870 0.52380 0.01251 0.12
"Gaia DR2 5291050927266764288" 17.33551 2.36002 0.54488 0.00856 0.52032 0.01275 0.27
"Gaia DR2 5290005772746195968" 17.33739 2.35279 0.54497 0.00858 0.52057 0.01270 0.24
"Gaia DR2 5290729182678215296" 17.33982 2.49299 0.54029 0.00864 0.51020 0.01330 0.77
"Gaia DR2 5290936406259093120" 17.34032 2.34759 0.54488 0.00858 0.52064 0.01259 0.22
"Gaia DR2 5289796659378230144" 17.34096 2.15381 0.55104 0.00869 0.52931 0.01327 0.29
"Gaia DR2 5290672420390858496" 17.34156 2.59269 0.53711 0.00853 0.49480 0.01632 0.84
"Gaia DR2 5290638915346313088" 17.34236 2.39692 0.54304 0.00858 0.51765 0.01298 0.41
"Gaia DR2 5290946198784376576" 17.34380 2.67940 0.53424 0.00856 0.48574 0.01586 0.75
"Gaia DR2 5291056974580764928" 17.34470 2.39184 0.54302 0.00857 0.51777 0.01293 0.38
"Gaia DR2 5290698018395284864" 17.34770 2.62132 0.53576 0.00848 0.49083 0.01621 0.81
"Gaia DR2 5290668915697538560" 17.35071 2.34886 0.54386 0.00860 0.51963 0.01278 0.21
"Gaia DR2 5289913241971178112" 17.35232 2.35514 0.54356 0.00863 0.51901 0.01285 0.23
"Gaia DR2 5290850502615028096" 17.35554 2.44337 0.54051 0.00860 0.51383 0.01259 0.58
"Gaia DR2 5290867235809632000" 17.35751 2.38182 0.54231 0.00862 0.51735 0.01266 0.32
"Gaia DR2 5290683896543337600" 17.35791 2.39705 0.54181 0.00861 0.51660 0.01262 0.38
"Gaia DR2 5291187472868377984" 17.35801 2.15635 0.54928 0.00890 0.52778 0.01357 0.30
"Gaia DR2 5290765122965432320" 17.36587 2.32617 0.54339 0.00860 0.51930 0.01269 0.14
"Gaia DR2 5290783849023129600" 17.38296 2.59551 0.53362 0.00861 0.49170 0.01646 0.85
"Gaia DR2 5290704478026234880" 17.38855 2.46166 0.53726 0.00860 0.50921 0.01331 0.60
"Gaia DR2 5291505197367959936" 17.39382 2.44537 0.53732 0.00859 0.50996 0.01319 0.52
"Gaia DR2 5290998150708817152" 17.39842 2.50151 0.53524 0.00855 0.50454 0.01381 0.73
"Gaia DR2 5290723101004616320" 17.40563 2.31590 0.54041 0.00869 0.51618 0.01253 0.12
"Gaia DR2 5290828963358800000" 17.40584 2.37133 0.53858 0.00867 0.51368 0.01251 0.21
"Gaia DR2 5290848342251005696" 17.41013 2.32144 0.53987 0.00872 0.51555 0.01250 0.12
"Gaia DR2 5289917910595209216" 17.41401 2.55278 0.53238 0.00862 0.49699 0.01531 0.84
"Gaia DR2 5289939217933416192" 17.41555 2.61123 0.53036 0.00860 0.48776 0.01636 0.84
"Gaia DR2 5290762610403352832" 17.41624 2.45402 0.53520 0.00860 0.50760 0.01295 0.53
"Gaia DR2 5289890908139518592" 17.42110 2.68995 0.52755 0.00842 0.47817 0.01600 0.77
"Gaia DR2 5289922244222397440" 17.42159 2.29770 0.53967 0.00870 0.51547 0.01264 0.15
"Gaia DR2 5290930496383923840" 17.42244 2.26924 0.54048 0.00870 0.51652 0.01265 0.20
"Gaia DR2 5290028102278347136" 17.42379 2.59526 0.53014 0.00857 0.49010 0.01629 0.85
"Gaia DR2 5290726227740737024" 17.42481 2.64077 0.52881 0.00859 0.48257 0.01626 0.82
"Gaia DR2 5289906988498858240" 17.42717 2.61458 0.52934 0.00850 0.48639 0.01645 0.84
"Gaia DR2 5290909193345772672" 17.43068 2.38361 0.53623 0.00852 0.51041 0.01261 0.22
"Gaia DR2 5291306529361205504" 17.43441 1.28219 0.57198 0.00883 0.55942 0.01481 0.46
"Gaia DR2 5290930217209048320" 17.43485 2.41355 0.53488 0.00856 0.50822 0.01275 0.33
"Gaia DR2 5290768657717637504" 17.44072 2.37819 0.53549 0.00856 0.50972 0.01241 0.19
"Gaia DR2 5290735092553036928" 17.44110 2.42297 0.53412 0.00859 0.50739 0.01264 0.36
"Gaia DR2 5290932008212774400" 17.44116 2.36643 0.53589 0.00859 0.51041 0.01245 0.16
"Gaia DR2 5289799476876774912" 17.44345 2.41314 0.53421 0.00859 0.50764 0.01261 0.32
"Gaia DR2 5290667983684103936" 17.44405 2.38352 0.53505 0.00860 0.50905 0.01255 0.21
"Gaia DR2 5290897751553047552" 17.44822 2.41369 0.53374 0.00857 0.50718 0.01260 0.31
"Gaia DR2 5290799375324641280" 17.44910 2.41510 0.53360 0.00862 0.50704 0.01255 0.32
"Gaia DR2 5289955843747226240" 17.45036 2.37872 0.53467 0.00855 0.50869 0.01245 0.19
"Gaia DR2 5289732058771263488" 17.45549 2.47438 0.53127 0.00858 0.50276 0.01289 0.55
